"NAME","STREET","POST_CODE","CITY","LONGITUDE","LATITUDE","HUMIDITY_AVG","PRESSURE_AVG","TEMPERATURE_AVG","PM10_AVG","PM25_AVG","TIMESTAMP"
"SZKO?A PODSTAWOWA IM. MARIANA FALSKIEGO W KRASZEWICACH","UL. SZKOLNA","63-522","KRASZEWICE","18.22403","51.51563","99.90000000000002","1016.2666666666668","18.633333333333333","4.1000000000000005","2.2866666666666666","2026-06-30 05:00:00.0"
"SZKO?A PODSTAWOWA WE WRZ?SOWICACH","UL. SZKOLNA","32-040","WRZ?SOWICE","19.94282","49.96103","70.38181818181819","982.5727272727272","23.463636363636365","12.5","11.181818181818182","2026-06-30 05:00:00.0"
"ZESP?? SZK?? NR 1 W PSZCZYNIE","UL. KAZIMIERZA WIELKIEGO","43-200","PSZCZYNA","18.9457058","49.965883","99.9","1005.35","20.3","27.65","17.495","2026-06-30 05:00:00.0"
"ZESP?? SZK?? IM. POWSTA?C?W WIELKOPOLSKICH W JANKOWIE PRZYGODZKIM","SZKOLNA","63-421","JANK?W PRZYGODZKI","17.7889069","51.596172","99.9","992.4","16.4","21.3","11.15","2026-06-30 05:00:00.0"
"SZKO?A PODSTAWOWA NR 7 IM. ?O?NIERZY WRZE?NIA W ?WIKLICACH","UL. M?CZENNIK?W O?WI?CIMSKICH","43-229","?WIKLICE","18.989839","49.971937","99.9","990.75","22.0","20.9","12.06","2026-06-30 05:00:00.0"
"SZKO?A PODSTAWOWA NR 12 W STUDZIONCE","UL. JORDANA","43-245","STUDZIONKA","18.774985","49.9603559","99.9","998.05","20.55","26.85","14.965","2026-06-30 05:00:00.0"
"ZESP?? SZKOLNO-PRZEDSZKOLNY W ??CE","FITELBERGA","43-241","??KA","18.906757","49.9582444","99.9","996.8","19.2","23.4","13.510000000000002","2026-06-30 05:00:00.0"
"SZKO?A PODSTAWOWA NR 3 W LUBONIU","ARMII POZNA?","62-030","LUBO?","16.8968","52.3481","80.35","1008.25","22.25","2.95","1.575","2026-06-30 05:00:00.0"
"ZESP?? SZK?? PONADGIMNAZJALNYCH CENTRUM KSZTA?CENIA USTAWICZNEGO W PRZYGODZICACH","PTR","63-421","PRZYGODZICE","17.822685","51.59023","88.55","1017.75","18.85","8.6","5.165","2026-06-30 05:00:00.0"
"LICEUM OG?LNOKSZTA?C?CE IM. W?ADYS?AWA JAGIE??Y W ODOLANOWIE","KROTOSZY?SKA","63-430","ODOLAN?W","17.66024","51.58063","99.9","1006.65","20.5","19.6","10.73","2026-06-30 05:00:00.0"
"ZESP?? SZK?? W PIOTROWIE","","62-814","PIOTR?W","18.05485","51.81570","99.9","1007.75","21.3","6.15","3.1849999999999996","2026-06-30 05:00:00.0"
