smog_data
"SZKOŁA PODSTAWOWA IM. JANUSZA KORCZAKA W WYSOKIEJ, CHABROWA, 52-200, WYSOKA, 17.007729, 51.047504, 99.9, 996.225, 17.75, 1.325, 0.742499999999999, 2026-07-06 07:01:40"
"SZKOŁA PODSTAWOWA IM. TADEUSZA MAZOWIECKIEGO W TYŃCU MAŁYM, SZKOLNA, 55-040, TYNIEC MAŁY, 16.909195, 51.021600, 67.8, 1019.16, 2.5, 39.96, 21.93, 2026-07-06 07:01:40"
"SZKOŁA PODSTAWOWA IM. ROMUALDA TRAUGUTTA W PUSTKOWIE ŻURAWSKIM, KOLEJOWA, 55-040, PUSTKÓW ŻURAWSKI, 16.859465, 50.958878, 99.9, 994.6, 17.5, 2.525, 1.3475000000000001, 2026-07-06 07:01:40"
"SZKOŁA PODSTAWOWA NR 1 IM. MARII KONOPNICKIEJ W ZESPOLE SZKÓŁ OGÓLNOKSZTAŁCĄCYCH NR 1 IM. MARII KONOPNICKIEJ W PRUSZCZU GDAŃSKIM, NIEMCEWICZA, 83-000, PRUSZCZ GDAŃSKI, 18.650575, 54.261512, 73.76666666666667, 1016.7666666666668, 15.133333333333333, 1.333333333333333, 0.6966666666666661, 2026-07-06 07:01:40"
"SZKOŁA PODSTAWOWA NR 2 IM. MIKOŁAJA KOPERNIKA W PRUSZCZU GDAŃSKIM, TYSIĄCLECIA, 83-000, PRUSZCZ GDAŃSKI, 18.628278, 54.260787, 76.5, 1008.7333333333332, 13.633333333333333, 0.0, 0.0, 2026-07-06 07:01:40"
"SZKOŁA PODSTAWOWA NR 3 IM. JANA MATEJKI W PRUSZCZU GDAŃSKIM, MATEJKI, 83-000, PRUSZCZ GDAŃSKI, 18.636981, 54.255547, 75.0, 1012.0, 15.566666666666668, 1.533333333333333, 0.803333333333333, 2026-07-06 07:01:40"
"SZKOŁA PODSTAWOWA NR 4 IM. IGNACEGO JANA PADEREWSKIEGO W PRUSZCZU GDAŃSKIM, KASPROWICZA, 83-000, PRUSZCZ GDAŃSKI, 18.670231, 54.263405, 74.03333333333333, 1011.3000000000001, 14.066666666666668, 0.0, 0.0, 2026-07-06 07:01:40"
"SZKOŁA PODSTAWOWA NR 13 W WIŚLE MAŁEJ, SOKOLA, 43-243, WISŁA MAŁA, 18.793987, 49.93368, 99.90000000000002, 994.3666666666667, 13.366666666666667, 0.199999999999999, 0.11, 2026-07-06 07:01:40"
"ZESPÓŁ SZKOLNO-PRZEDSZKOLNY W STUDZIENICACH, ŚW. JANA PAWŁA II 74, 43-215, STUDZIENICE, 18.983576, 50.016514, 99.90000000000002, 997.5666666666666, 13.633333333333333, 2.5666666666666673, 1.373333333333333, 2026-07-06 07:01:40"
"SZKOŁA PODSTAWOWA IM. JANUSZA KORCZAKA W SUSZCU, SZKOLNA, 43-267, SUSZEC, 18.79149, 50.03719, 99.90000000000002, 1002.3333333333334, 14.1, 1.4333333333333331, 0.8066666666666661, 2026-07-06 07:01:40"
"SZKOŁA PODSTAWOWA NR 11 W PORĘBIE, SZKOLNA, 43-200, PORĘBA, 18.876488, 49.984417, 99.9, 1002.175, 14.7, 0.8, 0.4625, 2026-07-06 07:01:40"
"SZKOŁA PODSTAWOWA IM. MIKOŁAJA KOPERNIKA W WYSOCKU MAŁYM, KOŚCIELNA, 63-421, WYSOCKO MAŁE, 17.84109, 51.61033, 99.90000000000002, 993.3333333333334, 12.4, 12.766666666666666, 6.743333333333333, 2026-07-06 07:01:40"
"SZKOŁA PODSTAWOWA NR 3 IM. JULIANA TUWIMA W NOWEJ SOLI, BOTANICZNA, 67-100, NOWA SÓL, 15.71186, 51.82115, 81.13333333333333, 1008.7666666666668, 15.6, 0.5, 0.296666666666666, 2026-07-06 07:01:40"
"ZESPÓŁ SZKÓŁ W JANKOWIE PIERWSZYM, JANKÓW PIERWSZY, 62-814, JANKÓW PIERWSZY, 17.987951, 51.902107, 85.8, 995.8666666666667, 12.166666666666666, 3.9, 2.096666666666666, 2026-07-06 07:01:40"
"ZESPÓŁ SZKOLNO-PRZEDSZKOLNY W MESZNIE, MESZNO, 48-385, MESZNO, 17.15378, 50.43684, 99.9, 984.2750000000001, 17.125, 2.95, 1.62, 2026-07-06 07:01:40"
"SZKOŁA PODSTAWOWA IM. 16. PUŁKU UŁANÓW WIELKOPOLSKICH W GRUPIE, SZKOLNA, 86-134, GRUPA, 18.643229, 53.506348, 68.2, 1007.6666666666666, 14.833333333333334, 1.7666666666666662, 1.06, 2026-07-06 07:01:40"
"SZKOŁA PODSTAWOWA IM. ORŁA BIAŁEGO W KUROWICACH, SZKOLNA, 95-006, KUROWICE, 19.6897942, 51.6648927, 72.66666666666667, 990.0666666666666, 13.633333333333333, 13.233333333333334, 7.043333333333334, 2026-07-06 07:01:40"
"SZKOŁA PODSTAWOWA IM. POWSTAŃCÓW WIELKOPOLSKICH W BUDZYNIU, ROGOZIŃSKA, 64-840, BUDZYŃ, 16.983885, 52.8847, 82.60000000000001, 998.3666666666667, 11.5, 3.3, 1.7266666666666661, 2026-07-06 07:01:40"
"SZKOŁA PODSTAWOWA W SWORNEGACIACH, SZKOLNA, 89-608, SWORNEGACIE, 17.503073, 53.86227, 72.06666666666666, 997.8000000000001, 14.766666666666666, 0.066666666666666, 0.056666666666666005, 2026-07-06 07:01:40"
"SZKOŁA PODSTAWOWA IM. ORŁA BIAŁEGO W RASZÓWCE, 1 MAJA, 59-307, RASZÓWKA, 16.18346, 51.30514, 99.90000000000002, 999.6333333333333, 14.966666666666667, 0.6666666666666661, 0.36666666666666603, 2026-07-06 07:01:40"
"SZKOŁA PODSTAWOWA IM. TADEUSZA KOŚCIUSZKI W MUNINIE, 3-GO MAJA, 37-514, MUNINA, 22.725977, 49.997936, 56.5, 996.2999999999998, 6.8, 68.4, 42.61, 2026-07-06 07:01:40"
"SZKOŁA PODSTAWOWA IM. ALEKSANDRA FREDRY W SUROCHOWIE, SUROCHÓW, 37-500, SUROCHÓW, 22.7635, 50.02385, 80.625, 992.775, 16.825, 6.35, 3.48, 2026-07-06 07:01:40"
"SZKOŁA PODSTAWOWA IM. LOTNIKÓW ALIANCKICH W IŁOWEJ, PIASKOWA, 68-120, IŁOWA, 15.20461, 51.50227, 49.5, 993.7, 16.7, 56.0, 31.12, 2026-07-06 07:01:40"
"ZESPÓŁ SZKOLNO-PRZEDSZKOLNY W BOŻEJOWICACH, BOŻEJOWICE, 59-700, BOŻEJOWICE, 15.541525, 51.244331, 99.90000000000002, 993.1999999999999, 13.433333333333332, 6.7666666666666675, 3.563333333333333, 2026-07-06 07:01:40"
