NAME,STREET,POST_CODE,CITY,LONGITUDE,LATITUDE,HUMIDITY_AVG,PRESSURE_AVG,TEMPERATURE_AVG,PM10_AVG,PM25_AVG,TIMESTAMP
SZKOŁA PODSTAWOWA IM. MARIANA FALSKIEGO W KRASZEWICACH, UL. SZKOLNA, 63-522, KRASZEWICE,18.22403,51.51563, 0.1, 999.3666666666667, 0.0,11.8,5.7, 2026-07-17 22:57:28
SZKOŁA PODSTAWOWA WE WRZĄSOWICACH, UL. SZKOLNA, 32-040, WRZĄSOWICE,19.94282,49.96103, 54.175000000000004, 972.3249999999999, 27.366666666666664,11.808333333333332,10.575, 2026-07-17 22:57:28
ZESPÓŁ SZKÓŁ NR 1 W PSZCZYNIE, UL. KAZIMIERZA WIELKIEGO, 43-200, PSZCZYNA,18.9457058,49.965883, 94.96666666666665, 995.4, 21.366666666666664,2.6,1.373333333333333, 2026-07-17 22:57:28
ZESPÓŁ SZKÓŁ IM. POWSTAŃCÓW WIELKOPOLSKICH W JANKOWIE PRZYGODZKIM, SZKOLNA, 63-421, JANKÓW PRZYGODZKI,17.7889069,51.596172, 99.90000000000002, 992.4, 16.4,21.3,11.15, 2026-07-17 22:57:28
SZKOŁA PODSTAWOWA NR 7 IM. ŻOŁNIERZY WRZEŚNIA W ĆWIKLICACH, UL. MĘCZENNIKÓW OŚWIĘCIMSKICH, 43-229, ĆWIKLICE,18.989839,49.971937, 85.06666666666666, 981.6666666666666, 23.3,6.533333333333334,3.923333333333333, 2026-07-17 22:57:28
SZKOŁA PODSTAWOWA NR 12 W STUDZIONCE, UL. JORDANA, 43-245, STUDZIONKA,18.774985,49.9603559, 95.13333333333333, 987.9666666666667, 20.46666666666667,3.333333333333333,1.876666666666666, 2026-07-17 22:57:28
ZESPÓŁ SZKOLNO-PRZEDSZKOLNY W PIASKU, SZKOLNA, 43-211, PIASEK,18.94634,50.00955, 81.23333333333333, 990.0333333333333, 22.099999999999998,5.533333333333334,3.066666666666666, 2026-07-17 22:57:28
ZESPÓŁ SZKOLNO-PRZEDSZKOLNY W ŁĄCE, FITELBERGA, 43-241, ŁĄKA,18.906757,49.9582444, 99.90000000000002, 987.1333333333333, 20.099999999999998,3.6999999999999993,2.11, 2026-07-17 22:57:28
SZKOŁA PODSTAWOWA NR 3 W LUBONIU, ARMII POZNAŃ, 62-030, LUBOŃ,16.8968,52.3481, 95.53333333333335, 986.0333333333333, 22.0,4.466666666666666,2.6999999999999997, 2026-07-17 22:57:28
ZESPÓŁ SZKÓŁ PONADGIMNAZJALNYCH CENTRUM KSZTAŁCENIA USTAWICZNEGO W PRZYGODZICACH, PTR, 63-421, PRZYGODZICE,17.822685,51.59023, 89.76666666666667, 1002.6, 19.366666666666667,6.633333333333333,3.783333333333333, 2026-07-17 22:57:28
LICEUM OGÓLNOKSZTAŁCĄCE IM. WŁADYSŁAWA JAGIEŁŁY W ODOLANOWIE, KROTOSZYŃSKA, 63-430, ODOLANÓW,17.66024,51.58063, 99.90000000000002, 994.3333333333334, 20.066666666666666,13.566666666666668,7.489999999999999, 2026-07-17 22:57:28
ZESPÓŁ SZKÓŁ W PIOTROWIE, , 62-814, PIOTRÓW,18.05485,51.8157, 99.90000000000002, 995.9, 19.833333333333332,7.033333333333334,3.98, 2026-07-17 22:57:28
SZKOŁA PODSTAWOWA W CZARNYMLESIE, , 63-421, CZARNYLAS,17.762604,51.508366, 78.26666666666667, 990.1999999999999, 22.099999999999998,1.5999999999999992,0.87, 2026-07-17 22:57:28
SZKOŁA PODSTAWOWA NR 2 IM. AUGUSTA HR. CIESZKOWSKIEGO W LUBONIU, ŻABIKOWSKA, 62-030, LUBOŃ,16.878431,52.346672, 82.56666666666666, 1000.2333333333332, 22.900000000000002,5.566666666666666,3.113333333333333, 2026-07-17 22:57:28
SZKOŁA PODSTAWOWA IM. POWSTAŃCÓW WIELKOPOLSKICH W DORUCHOWIE, KALISKA, 63-505, DORUCHÓW,18.0786,51.4189, 86.39999999999999, 1014.5, 22.03333333333333,5.766666666666668,3.743333333333333, 2026-07-17 22:57:28
SZKOŁA PODSTAWOWA IM. MIKOŁAJA KOPERNIKA W BUKOWCU, SZKOLNA, 95-006, BUKOWIEC,19.6757,51.6918, 62.199999999999996, 980.1333333333333, 26.933333333333334,8.166666666666666,4.686666666666666, 2026-07-17 22:57:28
SZKOŁA PODSTAWOWA IM. MARII KONOPNICKIEJ W KOTLINIE, MARII KONOPNICKIEJ, 63-220, KOTLIN,17.645437,51.91866, 99.90000000000002, 992.2333333333332, 20.766666666666666,0.066666666666666,0.033333333333333, 2026-07-17 22:57:28
SZKOŁA PODSTAWOWA NR 2 W OTMUCHOWIE, KALINOWA, 48-385, OTMUCHÓW,17.213,50.46535, 99.90000000000002, 990.3666666666667, 20.3,11.433333333333332,6.62, 2026-07-17 22:57:28
SZKOŁA PODSTAWOWA IM. BOHATERÓW POWSTAŃ ŚLĄSKICH W KAŁKOWIE, , 48-364, KAŁKÓW,17.185241,50.4042, 89.93333333333334, 985.8333333333334, 19.966666666666665,6.633333333333333,3.543333333333333, 2026-07-17 22:57:28
SZKOŁA PODSTAWOWA W MACIEJOWICACH, , 48-385, MACIEJOWICE,17.13497,50.4998, 99.90000000000002, 976.5666666666666, 20.433333333333334,3.566666666666666,2.1, 2026-07-17 22:57:28
TEST SZKOŁA, ul Testowa, 00-000, TESTCITY,-157.52969778504766,1.8586845937815497, 69.46666666666667, 994.4, 23.96666666666667,2.133333333333333,1.086666666666666, 2026-07-17 22:57:28
ZESPÓŁ EDUKACYJNY W KONOTOPIE, PL. POWSTAŃCÓW WIELKOPOLSKICH, 67-416, KONOTOP,15.9031,51.93023, 81.43333333333334, 1000.6666666666666, 23.46666666666667,9.833333333333334,4.886666666666667, 2026-07-17 22:57:28
PRZEDSZKOLE NR 6 W BOCHNI, MUROWIANKA, 32-700, BOCHNIA,20.4415,49.96533, 64.36666666666666, 997.0333333333333, 26.833333333333332,14.833333333333334,9.153333333333334, 2026-07-17 22:57:28
PUBLICZNA SZKOŁA PODSTAWOWA W SZYMISZOWIE, SZKOLNA, 47-161, SZYMISZÓW,18.21983,50.53656, 87.0, 988.9666666666667, 19.433333333333334,9.933333333333334,5.666666666666667, 2026-07-17 22:57:28
PUBLICZNA SZKOŁA PODSTAWOWA W ROZMIERCE, SZKOLNA, 47-171, ROZMIERKA,18.26905,50.56072, 1.266666666666666, 1016.5666666666666, 21.5,6.666666666666667,3.933333333333333, 2026-07-17 22:57:28
SZKOŁA PODSTAWOWA IM. ORŁA BIAŁEGO W KUROWICACH FILIA W WOLI RAKOWEJ, SZKOLNA, 95-006, WOLA RAKOWA,19.61157,51.67447, 57.0, 986.4, 26.900000000000002,2.5,1.49, 2026-07-17 22:57:28
SZKOŁA PODSTAWOWA NR 8 IM. JÓZEFA WESZKI W RUDOŁTOWICACH, KRZYWOŃ, 43-220, RUDOŁTOWICE,19.00171,49.95711, 99.86666666666667, 991.6333333333333, 22.5,2.166666666666666,1.033333333333333, 2026-07-17 22:57:28
ZESPÓŁ SZKOLNO-PRZEDSZKOLNY W WIŚLE WIELKIEJ, HODOWCÓW, 43-243, WISŁA WIELKA,18.8532,49.95291, 99.90000000000002, 984.8000000000001, 20.766666666666666,2.8,1.706666666666666, 2026-07-17 22:57:28
SZKOŁA PODSTAWOWA IM. MARKA PRAWEGO W JEMIELNICY, SZKOLNA, 47-133, JEMIELNICA,18.380122,50.548993, 99.90000000000002, 991.0666666666666, 21.033333333333335,8.1,4.106666666666666, 2026-07-17 22:57:28
SZKOŁA PODSTAWOWA NR 2 IM. ŚW. JADWIGI ŚLĄSKIEJ W PSZCZYNIE, KATOWICKA, 43-200, PSZCZYNA,18.947994,49.992568, 91.3, 988.9666666666667, 21.599999999999998,2.5,1.243333333333333, 2026-07-17 22:57:28
ZESPÓŁ SZKÓŁ SPECJALNYCH W OSTROWCU ŚWIĘTOKRZYSKIM, IŁZECKA, 27-400, OSTROWIEC ŚWIĘTOKRZYSKI,21.386931,50.942931, 99.90000000000002, 1001.6999999999999, 26.8,18.23333333333333,11.3, 2026-07-17 22:57:28
ZESPÓŁ SZKOLNO-PRZEDSZKOLNY W JANKOWICACH, BAZIOWA, 43-215, JANKOWICE,18.989423,50.002529, 29.0, 936.9, 23.3,28.0,17.0, 2026-07-17 22:57:28
SZKOŁA PODSTAWOWA NR 4 IM. JÓZEFA PUKOWCA W PSZCZYNIE, ZYGMUNTA KRASIŃSKIEGO, 43-200, PSZCZYNA,18.961125,49.971182, 72.7, 984.4333333333334, 23.400000000000002,7.466666666666666,4.246666666666667, 2026-07-17 22:57:28
ZESPÓŁ SZKÓŁ W OTMUCHOWIE, KRAKOWSKA, 48-385, OTMUCHÓW,17.167634,50.4705, 86.73333333333333, 982.6999999999999, 22.066666666666666,5.166666666666667,2.643333333333333, 2026-07-17 22:57:28
SZKOŁA PODSTAWOWA NR 60IM. IGNACEGO ŁUKASZEWICZA W CZECHOWICACH-DZIEDZICACH, UL. ŁUKASIEWICZA, 43-502, CZECHWICE-DZIEDZICE,19.016493,49.899404, 90.3, 975.7666666666668, 21.633333333333336,1.966666666666666,1.043333333333333, 2026-07-17 22:57:28
SZKOŁA PODSTAWOWA NR 4 IM. GUSTAWA MORCINKA W SŁUPSKU, UL. LESZCZYŃSKIEGO, 76-200, SŁUPSK,17.005017,54.475286, 90.93333333333334, 1003.5333333333333, 19.266666666666666,9.066666666666668,5.32, 2026-07-17 22:57:28
SZKOŁA PODSTAWOWA W KLESZCZOWIE, UL. SZKOLNA, 44-164, KLESZCZÓW,18.52751,50.344057, 61.9, 992.9, 21.2,0.0,0.0, 2026-07-17 22:57:28
SZKOŁA PODSTAWOWA NR 5 IM. GRYFITÓW W SŁUPSKU, UL. HUBALCZYKÓW, 76-200, SŁUPSK,17.062723,54.455744, 89.76666666666667, 1002.6, 19.366666666666667,6.633333333333333,3.783333333333333, 2026-07-17 22:57:28
