NAME,STREET,POST_CODE,CITY,LONGITUDE,LATITUDE,HUMIDITY_AVG,PRESSURE_AVG,TEMPERATURE_AVG,PM10_AVG,PM25_AVG,TIMESTAMP,ERROR1,ERROR2
SZKOŁA PODSTAWOWA Z ODDZIAŁAMI INTEGRACYJNYMI NR 1 IM. JANUSZA KORCZAKA W RYBNIKU, UL. BOLESŁAWA CHROBREGO, 44-200, RYBNIK, 18.5493700, 50.0928600, 61.80833333333334, 989.3083333333333, 16.691666666666666,1.858333333333333,1.608333333333333, 2026-07-04 06:54:45,,
SZKOŁA PODSTAWOWA IM. JANA PAWŁA II W PSARACH, UL. GŁÓWNA, 42-287, PSARY, 19.1137897, 50.3794553, 74.53333333333333, 980.2999999999998, 15.141666666666666,2.583333333333333,2.033333333333333, 2026-07-04 06:54:45,,
LICEUM OGÓLNOKSZTAŁCĄCE IM. GEN. WŁADYSŁAWA ANDERSA W ŻAGANIU, UL. GIMNAZJALNA, 68-100, ŻAGAŃ, 15.3248642, 51.6151339, 70.8, 1007.375, 14.691666666666668,3.133333333333333,2.5666666666666678, 2026-07-04 06:54:45,,
LICEUM OGÓLNOKSZTAŁCĄCE Z ODDZIAŁAMI DWUJĘZYCZNYMI W SZPROTAWIE, UL. NIEPODLEGŁOŚCI, 67-300, SZPROTAWA, 15.5298967, 51.5647296, 71.25833333333334, 1004.9333333333334, 14.083333333333334,2.833333333333333,2.216666666666667, 2026-07-04 06:54:45,,
TECHNIKUM NR 1 IM. STANISŁAWA STASZICA W RYBNIKU, UL. TADEUSZA KOŚCIUSZKI, 44-200, RYBNIK, 18.5456179, 50.0967328, 69.48333333333333, 989.3333333333334, 15.583333333333334,2.066666666666667,1.7666666666666662, 2026-07-04 06:54:45,,
SZKOŁA PODSTAWOWA NR 6 IM. JANUSZA KORCZAKA W ZAWIERCIU, UL. WIERZBOWA, 42-400, ZAWIERCIE, 19.4166259, 50.487743, 65.38333333333334, 978.5666666666666, 15.299999999999999,3.025,2.3, 2026-07-04 06:54:45,,
SZKOŁA PODSTAWOWA IM. JANA PAWŁA II W ŁOSOSINIE DOLNEJ, None, 33-314, ŁOSOSINA DOLNA, 20.6247311, 49.7405248, 58.25, 987.3833333333333, 17.391666666666666,1.708333333333333,1.3916666666666662, 2026-07-04 06:54:45,,
SZKOŁA PODSTAWOWA SPECJALNA W DOBRODZIENIU, UL. PIASTOWSKA, 46-380, DOBRODZIEŃ, 18.44702463, 50.72184475, 66.26666666666667, 990.6, 15.658333333333333,2.441666666666667,2.0, 2026-07-04 06:54:45,,
SZKOŁA PODSTAWOWA IM. JANA PAWŁA II W JONINACH, None, 33-160, JONINY, 21.1750307, 49.8859362, 81.22500000000001, 1097.8, 11.658333333333333,2.6166666666666663,2.175, 2026-07-04 06:54:45,,
SZKOŁA PODSTAWOWA NR 19 W RYBNIKU, UL. WŁOŚCIAŃSKA, 44-251, RYBNIK, 18.62631, 50.05483, 68.425, 987.5583333333334, 15.433333333333332,2.783333333333333,2.308333333333333, 2026-07-04 06:54:45,,
ZESPÓŁ SZKÓŁ SAMORZĄDOWYCH W HOCZWI SZKOŁA PODSTAWOWA W HOCZWI, None, 38-604, HOCZEW, 22.3277466, 49.4275648, 82.78333333333333, 978.6, 9.125,6.691666666666666,5.741666666666667, 2026-07-04 06:54:45,,
EUROPEJSKIE LICEUM SŁUŻB MUNDUROWYCH WE WROCŁAWIU, UL. KRUSZWICKA, 53-652, WROCŁAW-STARE MIASTO, 17.00897301250473, 51.11399445590569, 64.06666666666666, 1004.75, 15.950000000000001,2.083333333333333,1.7666666666666662, 2026-07-04 06:54:45,,
SZKOŁA PODSTAWOWA W NIEBIESZCZANACH, None, 38-504, NIEBIESZCZANY, 22.1593098, 49.5008701, 75.45833333333333, 974.1166666666667, 12.933333333333335,2.033333333333333,1.816666666666666, 2026-07-04 06:54:45,,
SZKOŁA PODSTAWOWA IM. ŚWIĘTEGO ANDRZEJA BOBOLI W KOSTAROWCACH, None, 38-507, KOSTAROWCE, 22.1133372, 49.5876781, 76.60000000000001, 980.8333333333334, 11.575000000000001,3.816666666666666,3.208333333333333, 2026-07-04 06:54:45,,
BRANŻOWA SZKOŁA I STOPNIA SPECJALNA W RYBNIKU, UL. STANISŁAWA MAŁACHOWSKIEGO, 44-251, RYBNIK, 18.5866335, 50.052555, 70.43333333333334, 987.9499999999999, 15.075000000000001,2.15,1.8916666666666664, 2026-07-04 06:54:45,,
TECHNIKUM LEŚNE W MILICZU, UL. KASZTELAŃSKA, 56-300, MILICZ, 17.2664553, 51.5302895, 63.875, 1005.9583333333334, 15.233333333333334,2.508333333333333,1.716666666666666, 2026-07-04 06:54:45,,
LICEUM OGÓLNOKSZTAŁCĄCE SPECJALNE NR XXXII DLA UCZNIÓW NIEWIDOMYCH I SŁABOWIDZĄCYCH W DOLNOŚLĄSKIM SPECJLANYM OŚRODKU SZKOLNO-WYCHOWAWCZYM NR 13 DLA NIEWIDOMYCH I SŁABOWIDZĄCYCH WE WROCŁAWIU, UL. KAMIENNOGÓRSKA, 54-034, WROCŁAW-FABRYCZNA, 16.89878269, 51.13928491, 65.84166666666667, 1005.8583333333332, 15.833333333333334,2.141666666666666,1.733333333333333, 2026-07-04 06:54:45,,
SZKOŁA PODSTAWOWA IM. WANDY KAWY I BRONISŁAWY KAWY W KOŚMIDRACH, UL. SZKOLNA, 42-772, KOŚMIDRY, 18.5679671, 50.6647589, 84.12222222222222, 991.2222222222222, 14.833333333333334,2.777777777777777,2.188888888888888, 2026-07-04 06:54:45,,
SZKOŁA PODSTAWOWA NR 4 IM 21. WARSZAWSKIEGO PUŁKU PIECHOTY DZIECI WARSZAWY W CIECHANOWIE, UL. PŁOŃSKA, 06-400, CIECHANÓW, 20.630814, 52.8633337, 47.833333333333336, 999.0166666666668, 20.59166666666667,4.241666666666666,2.691666666666666, 2026-07-04 06:54:45,,
