NAME,STREET,POST_CODE,CITY,LONGITUDE,LATITUDE,HUMIDITY_AVG,PRESSURE_AVG,TEMPERATURE_AVG,PM10_AVG,PM25_AVG,TIMESTAMP
SZKOŁA PODSTAWOWA IM. MARIANA FALSKIEGO W KRASZEWICACH, UL. SZKOLNA, 63-522, KRASZEWICE,18.22403,51.51563, 0.1, 1006.4, 0.0,0.833333333333333,0.443333333333333, 2026-07-23 19:04:41
SZKOŁA PODSTAWOWA WE WRZĄSOWICACH, UL. SZKOLNA, 32-040, WRZĄSOWICE,19.94282,49.96103, 72.28333333333333, 973.8083333333333, 17.866666666666667,2.116666666666666,1.875, 2026-07-23 19:04:41
ZESPÓŁ SZKÓŁ NR 1 W PSZCZYNIE, UL. KAZIMIERZA WIELKIEGO, 43-200, PSZCZYNA,18.9457058,49.965883, 99.86666666666667, 996.1999999999999, 14.333333333333334,0.333333333333333,0.21, 2026-07-23 19:04:41
ZESPÓŁ SZKÓŁ IM. POWSTAŃCÓW WIELKOPOLSKICH W JANKOWIE PRZYGODZKIM, SZKOLNA, 63-421, JANKÓW PRZYGODZKI,17.7889069,51.596172, 99.90000000000002, 992.4, 16.4,21.3,11.15, 2026-07-23 19:04:41
SZKOŁA PODSTAWOWA NR 7 IM. ŻOŁNIERZY WRZEŚNIA W ĆWIKLICACH, UL. MĘCZENNIKÓW OŚWIĘCIMSKICH, 43-229, ĆWIKLICE,18.989839,49.971937, 96.2, 982.7666666666668, 17.466666666666665,1.733333333333333,0.9233333333333332, 2026-07-23 19:04:41
SZKOŁA PODSTAWOWA NR 12 W STUDZIONCE, UL. JORDANA, 43-245, STUDZIONKA,18.774985,49.9603559, 92.10000000000001, 988.8000000000001, 16.233333333333334,1.3,0.7000000000000001, 2026-07-23 19:04:41
ZESPÓŁ SZKOLNO-PRZEDSZKOLNY W PIASKU, SZKOLNA, 43-211, PIASEK,18.94634,50.00955, 98.16666666666667, 990.9666666666667, 15.833333333333334,2.433333333333333,1.406666666666666, 2026-07-23 19:04:41
ZESPÓŁ SZKOLNO-PRZEDSZKOLNY W ŁĄCE, FITELBERGA, 43-241, ŁĄKA,18.906757,49.9582444, 99.90000000000002, 987.8000000000001, 16.333333333333332,1.099999999999999,0.6433333333333331, 2026-07-23 19:04:41
SZKOŁA PODSTAWOWA NR 3 W LUBONIU, ARMII POZNAŃ, 62-030, LUBOŃ,16.8968,52.3481, 74.7, 995.8333333333334, 19.366666666666667,0.199999999999999,0.126666666666666, 2026-07-23 19:04:41
ZESPÓŁ SZKÓŁ PONADGIMNAZJALNYCH CENTRUM KSZTAŁCENIA USTAWICZNEGO W PRZYGODZICACH, PTR, 63-421, PRZYGODZICE,17.822685,51.59023, 69.73333333333333, 1005.0666666666666, 17.900000000000002,0.366666666666666,0.203333333333333, 2026-07-23 19:04:41
LICEUM OGÓLNOKSZTAŁCĄCE IM. WŁADYSŁAWA JAGIEŁŁY W ODOLANOWIE, KROTOSZYŃSKA, 63-430, ODOLANÓW,17.66024,51.58063, 70.86666666666667, 996.2333333333332, 18.3,2.666666666666666,1.463333333333333, 2026-07-23 19:04:41
ZESPÓŁ SZKÓŁ W PIOTROWIE, , 62-814, PIOTRÓW,18.05485,51.8157, 87.39999999999999, 996.6666666666666, 16.566666666666666,0.5,0.313333333333333, 2026-07-23 19:04:41
SZKOŁA PODSTAWOWA W CZARNYMLESIE, , 63-421, CZARNYLAS,17.762604,51.508366, 64.13333333333334, 991.4333333333334, 17.96666666666667,0.0,0.0, 2026-07-23 19:04:41
SZKOŁA PODSTAWOWA NR 2 IM. AUGUSTA HR. CIESZKOWSKIEGO W LUBONIU, ŻABIKOWSKA, 62-030, LUBOŃ,16.878431,52.346672, 68.23333333333333, 1004.3333333333334, 19.933333333333334,0.266666666666666,0.17, 2026-07-23 19:04:41
SZKOŁA PODSTAWOWA IM. POWSTAŃCÓW WIELKOPOLSKICH W DORUCHOWIE, KALISKA, 63-505, DORUCHÓW,18.0786,51.4189, 66.43333333333334, 1015.1, 18.8,0.0,0.0, 2026-07-23 19:04:41
